,PMCID,Class_mean
1069,['6384738'],Relevant
1070,['8379335'],Relevant
1071,['6121281'],Relevant
1072,['3598801'],Relevant
1073,['8491562'],Relevant
1074,['5909423'],Relevant
1075,['3667243'],Relevant
1076,['3718787'],Relevant
1077,['2640928'],Relevant
1078,['4004448'],Relevant
1079,['6744398'],Relevant
1080,['7558524'],Relevant
1081,['4795573'],Relevant
1082,['3904464'],Relevant
1083,['7890817'],Relevant
1084,['6767078'],Relevant
1085,['4462101'],Relevant
1086,['8272256'],Relevant
1087,['2993980'],Relevant
1088,['3203869'],Relevant
1089,['2694998'],Relevant
1090,['4531117'],Relevant
1091,['4731081'],Relevant
1092,['7379393'],Relevant
1093,['7077161'],Relevant
1094,['6743090'],Relevant
1095,['4310304'],Relevant
1096,['7168330'],Relevant
1097,['8471271'],Relevant
1098,['4993456'],Relevant
1099,['6274140'],Relevant
1100,['8386438'],Relevant
1101,['4430313'],Relevant
1102,['6484505'],Relevant
1103,['7080151'],Relevant
1104,['3542815'],Relevant
1105,['5009966'],Relevant
1106,['4274762'],Relevant
1107,['5663151'],Relevant
1108,['5501465'],Relevant
1109,['8149597'],Relevant
1110,['7961091'],Relevant
1111,['5133864'],Relevant
1112,['7412541'],Relevant
1113,['2753312'],Relevant
1114,['4702792'],Relevant
1115,['3498117'],Relevant
1116,['3809561'],Relevant
1117,['5468421'],Relevant
1118,['4380918'],Relevant
1119,['7697635'],Relevant
1120,['4380921'],Relevant
1121,['8302735'],Relevant
1122,['8146879'],Relevant
1123,['5112752'],Relevant
1124,['4981717'],Relevant
1125,['4335068'],Relevant
1126,['7932912'],Relevant
1127,['6856721'],Relevant
1128,['7558842'],Relevant
1129,['7335159'],Relevant
1130,['6783922'],Relevant
1131,['3656897'],Relevant
1132,['3940617'],Relevant
1133,['6331927'],Relevant
1134,['4192346'],Relevant
1135,['5516255'],Relevant
1136,['4757689'],Relevant
1137,['7378927'],Relevant
1138,['8466100'],Relevant
1139,['8301944'],Relevant
1140,['3849175'],Relevant
1141,['4090064'],Relevant
1142,['5528252'],Relevant
1143,['4424307'],Relevant
1144,['3985699'],Relevant
1145,['5874750'],Relevant
1146,['3178582'],Relevant
1147,['7128169'],Relevant
1148,['4571129'],Relevant
1149,['5154118'],Relevant
1150,['5089857'],Relevant
1151,['6478713'],Relevant
1152,['4278220'],Relevant
1153,['4358388'],Relevant
1154,['5857372'],Relevant
1155,['8429793'],Relevant
1156,['7503588'],Relevant
1157,['7020986'],Relevant
1158,['4295408'],Relevant
1159,['5387282'],Relevant
1160,['7607641'],Relevant
1161,['7005130'],Relevant
1162,['8401907'],Relevant
1163,['7235868'],Relevant
1164,['4285002'],Relevant
1165,['7752772'],Relevant
1166,['6958537'],Relevant
1167,['3979872'],Relevant
1168,['6653581'],Relevant
1169,['7915314'],Relevant
1170,['3051877'],Relevant
1171,['7235042'],Relevant
1172,['7595950'],Relevant
1173,['5701663'],Relevant
1174,['7690851'],Relevant
1175,['4958241'],Relevant
1176,['340955'],Relevant
1177,['5055758'],Relevant
1178,['5890688'],Relevant
1179,['7143957'],Relevant
1180,['6194861'],Relevant
1181,['2717357'],Relevant
1182,['7156024'],Relevant
1183,['5705924'],Relevant
1184,['7223992'],Relevant
1185,['7180287'],Relevant
1186,['8000330'],Relevant
1187,['7581714'],Relevant
1188,['8402164'],Relevant
1189,['3833832'],Relevant
1190,['6506618'],Relevant
1191,['4604364'],Relevant
1192,['6262375'],Relevant
1193,['2851841'],Relevant
1194,['8031737'],Relevant
1195,['4483646'],Relevant
1196,['5278750'],Relevant
1197,['6272330'],Relevant
1198,['4828776'],Relevant
1199,['4683628'],Relevant
1200,['8346890'],Relevant
1201,['7145624'],Relevant
1202,['6599336'],Relevant
1203,['7400432'],Relevant
1204,['7999438'],Relevant
1205,['8224674'],Relevant
1206,['8274536'],Relevant
1207,['3984149'],Relevant
1208,['4818103'],Relevant
1209,['7729258'],Relevant
1210,['4749953'],Relevant
1211,['8386420'],Relevant
1212,['6744504'],Relevant
1213,['6101085'],Relevant
1214,['7559574'],Relevant
1215,['7369989'],Relevant
1216,['4699710'],Relevant
1217,['4574374'],Relevant
1218,['8416725'],Relevant
1219,['3691203'],Relevant
1220,['8193733'],Relevant
1221,['8028829'],Relevant
1222,['2595395'],Relevant
1223,['4505447'],Relevant
1224,['3547906'],Relevant
1225,['6760628'],Relevant
1226,['3103189'],Relevant
1227,['7823277'],Relevant
1228,['2595549'],Relevant
1229,['8324725'],Relevant
1230,['8399897'],Relevant
1231,['3901436'],Relevant
1232,['4451461'],Relevant
1233,['5817088'],Relevant
1234,['7261415'],Relevant
1235,['5509991'],Relevant
1236,['3224396'],Relevant
1237,['3893172'],Relevant
1238,['2265553'],Relevant
1239,['4222258'],Relevant
1240,['6784150'],Relevant
1241,['5522880'],Relevant
1242,['7273434'],Relevant
1243,['3119071'],Relevant
1244,['3094309'],Relevant
1245,['2858708'],Relevant
1246,['4672423'],Relevant
1247,['8258257'],Relevant
1248,['7383106'],Relevant
1249,['4424433'],Relevant
1250,['8266483'],Relevant
1251,['6920755'],Relevant
1252,['7425046'],Relevant
1253,['8386447'],Relevant
1254,['4027160'],Relevant
1255,['3710330'],Relevant
1256,['3469384'],Relevant
1257,['5551579'],Relevant
1258,['8399814'],Relevant
1259,['8458814'],Relevant
1260,['3135505'],Relevant
1261,['8221699'],Relevant
1262,['5644652'],Relevant
1263,['7135071'],Relevant
1264,['3873466'],Relevant
1265,['6523182'],Relevant
1266,['3884212'],Relevant
1267,['8147066'],Relevant
1268,['6613692'],Relevant
1269,['7577668'],Relevant
1270,['1764182'],Relevant
1271,['5552351'],Relevant
1272,['7175106'],Relevant
1273,['4520716'],Relevant
1274,['3854017'],Relevant
1275,['3564142'],Relevant
1276,['7400182'],Relevant
1277,['5109779'],Relevant
1278,['7827895'],Relevant
1279,['2640365'],Relevant
1280,['7771540'],Relevant
1281,['3220188'],Relevant
1282,['6201075'],Relevant
1283,['8228550'],Relevant
1284,['7128915'],Relevant
1285,['7408102'],Relevant
1286,['7595632'],Relevant
1287,['8487129'],Relevant
1288,['2627984'],Relevant
1289,['5327666'],Relevant
1290,['6232662'],Relevant
1291,['5040116'],Relevant
1292,['4418054'],Relevant
1293,['4245530'],Relevant
1294,['6505350'],Relevant
1295,['7924381'],Relevant
1296,['3574975'],Relevant
1297,['6190624'],Relevant
1298,['5801471'],Relevant
1299,['3948609'],Relevant
1300,['7129073'],Relevant
1301,['4659468'],Relevant
1302,['6920915'],Relevant
1303,['7494873'],Relevant
1304,['5819245'],Relevant
1305,['5690340'],Relevant
1306,['8300790'],Relevant
1307,['3904158'],Relevant
1308,['8396259'],Relevant
1309,['3485107'],Relevant
1310,['7096427'],Relevant
1311,['8072922'],Relevant
1312,['3490853'],Relevant
1313,['3361877'],Relevant
1314,['8488468'],Relevant
1315,['6205034'],Relevant
1316,['5295007'],Relevant
1317,['6165006'],Relevant
1318,['7438884'],Relevant
1319,['6536590'],Relevant
1320,['7067475'],Relevant
1321,['3225368'],Relevant
1322,['6656870'],Relevant
1323,['3913823'],Relevant
1324,['4647113'],Relevant
1325,['6704484'],Relevant
1326,['4460275'],Relevant
1327,['8317062'],Relevant
1328,['6001138'],Relevant
1329,['7070040'],Relevant
1330,['7036916'],Relevant
1331,['4655009'],Relevant
1332,['2740636'],Relevant
1333,['1831743'],Relevant
1334,['3528839'],Relevant
1335,['4752588'],Relevant
1336,['4333769'],Relevant
1337,['8307839'],Relevant
1338,['6298265'],Relevant
1339,['6700387'],Relevant
1340,['4102002'],Relevant
1341,['2483419'],Relevant
1342,['5714932'],Relevant
1343,['8198371'],Relevant
1344,['5478473'],Relevant
1345,['5885032'],Relevant
1346,['3853939'],Relevant
1347,['8399974'],Relevant
1348,['6303030'],Relevant
1349,['4543423'],Relevant
1350,['8389477'],Relevant
1351,['6399757'],Relevant
1352,['5352224'],Relevant
1353,['8336923'],Relevant
1354,['8072286'],Relevant
1355,['8377472'],Relevant
1356,['6950033'],Relevant
1357,['4243125'],Relevant
1358,['6556800'],Relevant
1359,['7896070'],Relevant
1360,['4797290'],Relevant
1361,['7038268'],Relevant
1362,['7186924'],Relevant
1363,['4686662'],Relevant
1364,['5502672'],Relevant
1365,['6600115'],Relevant
1366,['2680486'],Relevant
1367,['4927650'],Relevant
1368,['3935124'],Relevant
1369,['8230299'],Relevant
1370,['3417575'],Relevant
1371,['8210206'],Relevant
1372,['6002545'],Relevant
1373,['4311323'],Relevant
1374,['5585349'],Relevant
1375,['3855789'],Relevant
1376,['4847408'],Relevant
1377,['3028949'],Relevant
1378,['5943958'],Relevant
1379,['5371981'],Relevant
1380,['4485178'],Relevant
1381,['6030107'],Relevant
1382,['4752781'],Relevant
1383,['5732972'],Relevant
1384,['5365668'],Relevant
1385,['4289192'],Relevant
1386,['7827620'],Relevant
1387,['8123917'],Relevant
1388,['6022970'],Relevant
1389,['4856351'],Relevant
1390,['8153128'],Relevant
1391,['8024441'],Relevant
1392,['3563129'],Relevant
1393,['3612081'],Relevant
1394,['3602452'],Relevant
1395,['4653647'],Relevant
1396,['6223339'],Relevant
1397,['2940750'],Relevant
1398,['5857375'],Relevant
1399,['6514978'],Relevant
1400,['7755613'],Relevant
1401,['7012608'],Relevant
1402,['4373515'],Relevant
1403,['5598292'],Relevant
1404,['3721211'],Relevant
1405,['7222329'],Relevant
1406,['7121861'],Relevant
1407,['6325167'],Relevant
1408,['6780985'],Relevant
1409,['8461981'],Relevant
1410,['7319560'],Relevant
1411,['7172703'],Relevant
1412,['4894902'],Relevant
1413,['8399532'],Relevant
1414,['8143556'],Relevant
1415,['5796597'],Relevant
1416,['6316403'],Relevant
1417,['4919555'],Relevant
1418,['3781026'],Relevant
1419,['7481262'],Relevant
1420,['4029986'],Relevant
1421,['2727341'],Relevant
1422,['4931226'],Relevant
1423,['5336288'],Relevant
1424,['6857194'],Relevant
1425,['7879144'],Relevant
1426,['6208867'],Relevant
1427,['7947920'],Relevant
1428,['7980463'],Relevant
1429,['5030363'],Relevant
1430,['6247952'],Relevant
1431,['2811118'],Relevant
1432,['5359928'],Relevant
1433,['5552814'],Relevant
1434,['5487470'],Relevant
1435,['3061052'],Relevant
1436,['5905490'],Relevant
1437,['6466599'],Relevant
1438,['5062987'],Relevant
1439,['3733780'],Relevant
1440,['3034945'],Relevant
1441,['3480830'],Relevant
1442,['3458020'],Relevant
1443,['3812170'],Relevant
1444,['7460218'],Relevant
1445,['4212838'],Relevant
1446,['4901242'],Relevant
1447,['6134093'],Relevant
1448,['7225314'],Relevant
1449,['4790363'],Relevant
1450,['4601227'],Relevant
1451,['7795190'],Relevant
1452,['6449608'],Relevant
1453,['8509183'],Relevant
1454,['7050608'],Relevant
1455,['3622392'],Relevant
1456,['6386949'],Relevant
1457,['6964052'],Relevant
1458,['4565060'],Relevant
1459,['4334535'],Relevant
1460,['4709908'],Relevant
1461,['7811541'],Relevant
1462,['5404556'],Relevant
1463,['6315689'],Relevant
1464,['7464660'],Relevant
1465,['5681717'],Relevant
1466,['5955447'],Relevant
1467,['1173109'],Relevant
1468,['4451920'],Relevant
1469,['6498974'],Relevant
1470,['8148161'],Relevant
1471,['6125496'],Relevant
1472,['2784514'],Relevant
1473,['3636425'],Relevant
1474,['4226956'],Relevant
1475,['7256786'],Relevant
1476,['8300626'],Relevant
1477,['1458349'],Relevant
1478,['4231636'],Relevant
1479,['6737247'],Relevant
1480,['8172795'],Relevant
1481,['7996765'],Relevant
1482,['5396029'],Relevant
1483,['6334779'],Relevant
1484,['4453511'],Relevant
1485,['4380917'],Relevant
1486,['3759926'],Relevant
1487,['7652931'],Relevant
1488,['3661942'],Relevant
1489,['6156654'],Relevant
1490,['5927746'],Relevant
1491,['3532143'],Relevant
1492,['3972818'],Relevant
1493,['5249239'],Relevant
1494,['7998274'],Relevant
1495,['6605029'],Relevant
1496,['2904667'],Relevant
1497,['3859367'],Relevant
1498,['7937537'],Relevant
1499,['5930510'],Relevant
1500,['6102594'],Relevant
1501,['7581709'],Relevant
1502,['1661639'],Relevant
1503,['4128353'],Relevant
1504,['4041001'],Relevant
1505,['6358093'],Relevant
1506,['4412071'],Relevant
1507,['5063857'],Relevant
1508,['5918775'],Relevant
1509,['4145004'],Relevant
1510,['4425429'],Relevant
1511,['4735949'],Relevant
1512,['6718629'],Relevant
1513,['7581155'],Relevant
1514,['4886253'],Relevant
1515,['6384556'],Relevant
1516,['2719649'],Relevant
1517,['8443760'],Relevant
1518,['8308172'],Relevant
1519,['3173452'],Relevant
1520,['6955855'],Relevant
1521,['7424681'],Relevant
1522,['4178142'],Relevant
1523,['4076439'],Relevant
1524,['6783997'],Relevant
1525,['7961087'],Relevant
1526,['3237238'],Relevant
1527,['5618411'],Relevant
1528,['8313426'],Relevant
1529,['6624217'],Relevant
1530,['6998845'],Relevant
1531,['4898140'],Relevant
1532,['7417476'],Relevant
1533,['7315026'],Relevant
1534,['2857230'],Relevant
1535,['5477195'],Relevant
1536,['8195692'],Relevant
1537,['4704194'],Relevant
1538,['8157372'],Relevant
1539,['7695847'],Relevant
1540,['4601284'],Relevant
1541,['5882877'],Relevant
1542,['4227203'],Relevant
1543,['5156507'],Relevant
1544,['4525017'],Relevant
1545,['6669457'],Relevant
1546,['7037162'],Relevant
1547,['6686043'],Relevant
1548,['6780780'],Relevant
1549,['4909258'],Relevant
1550,['7085159'],Relevant
1551,['5444174'],Relevant
1552,['6444347'],Relevant
1553,['4034563'],Relevant
1554,['7162356'],Relevant
1555,['8302736'],Relevant
1556,['6240532'],Relevant
1557,['6287198'],Relevant
1558,['7390954'],Relevant
1559,['8247762'],Relevant
1560,['6441993'],Relevant
1561,['7801807'],Relevant
1562,['4172077'],Relevant
1563,['6331615'],Relevant
1564,['5845577'],Relevant
1565,['8067449'],Relevant
1566,['6885840'],Relevant
1567,['7394692'],Relevant
1568,['3566124'],Relevant
1569,['6252082'],Relevant
1570,['4159871'],Relevant
1571,['6306032'],Relevant
1572,['7893633'],Relevant
1573,['7924329'],Relevant
1574,['7157772'],Relevant
1575,['6429511'],Relevant
1576,['6669520'],Relevant
1577,['4207543'],Relevant
1578,['3717142'],Relevant
1579,['5006077'],Relevant
1580,['6424567'],Relevant
1581,['5913935'],Relevant
1582,['5964511'],Relevant
1583,['7563442'],Relevant
1584,['2848598'],Relevant
1585,['3289957'],Relevant
1586,['8005632'],Relevant
1587,['3114704'],Relevant
1588,['4892684'],Relevant
1589,['5324141'],Relevant
1590,['7164794'],Relevant
1591,['8477016'],Relevant
1592,['3323079'],Relevant
1593,['2993698'],Relevant
1594,['6854844'],Relevant
1595,['6558908'],Relevant
1596,['3661455'],Relevant
1597,['3917276'],Relevant
1598,['6963415'],Relevant
1599,['6687941'],Relevant
1600,['7143832'],Relevant
1601,['7643740'],Relevant
1602,['5673888'],Relevant
1603,['5477059'],Relevant
1604,['7369821'],Relevant
1605,['2374925'],Relevant
1606,['6283598'],Relevant
1607,['6496155'],Relevant
1608,['3310626'],Relevant
1609,['6014438'],Relevant
1610,['4085030'],Relevant
1611,['3772892'],Relevant
1612,['3414030'],Relevant
1613,['5397010'],Relevant
1614,['6441807'],Relevant
1615,['6437058'],Relevant
1616,['5371409'],Relevant
1617,['3422274'],Relevant
1618,['3428692'],Relevant
1619,['6679007'],Relevant
1620,['3696005'],Relevant
1621,['2701436'],Relevant
1622,['7504452'],Relevant
1623,['4757757'],Relevant
1624,['8243692'],Relevant
1625,['4618277'],Relevant
1626,['5962743'],Relevant
1627,['3408437'],Relevant
1628,['3716926'],Relevant
1629,['7297696'],Relevant
1630,['4046963'],Relevant
1631,['6178620'],Relevant
1632,['3680443'],Relevant
1633,['7157821'],Relevant
1634,['5587819'],Relevant
1635,['8329189'],Relevant
1636,['8468411'],Relevant
1637,['6316688'],Relevant
1638,['8230268'],Relevant
1639,['8146338'],Relevant
1640,['3734448'],Relevant
1641,['8065159'],Relevant
1642,['7916047'],Relevant
1643,['6435540'],Relevant
1644,['7078465'],Relevant
1645,['4549145'],Relevant
1646,['7565895'],Relevant
1647,['7240160'],Relevant
1648,['7737691'],Relevant
1649,['6477937'],Relevant
1650,['5404519'],Relevant
1651,['7156906'],Relevant
1652,['6555166'],Relevant
1653,['6344404'],Relevant
1654,['3352902'],Relevant
1655,['5591528'],Relevant
1656,['7785724'],Relevant
1657,['6780079'],Relevant
1658,['6755732'],Relevant
1659,['7582912'],Relevant
1660,['4047096'],Relevant
1661,['5640794'],Relevant
1662,['7084191'],Relevant
1663,['6986824'],Relevant
1664,['4120198'],Relevant
1665,['5986682'],Relevant
1666,['7305183'],Relevant
1667,['3741272'],Relevant
1668,['5430551'],Relevant
1669,['4790270'],Relevant
1670,['5333188'],Relevant
1671,['7696016'],Relevant
1672,['3133487'],Relevant
1673,['3225927'],Relevant
1674,['3428275'],Relevant
1675,['7499092'],Relevant
1676,['5589797'],Relevant
1677,['6806506'],Relevant
1678,['4169377'],Relevant
1679,['5293553'],Relevant
1680,['6946569'],Relevant
1681,['7520999'],Relevant
1682,['5780695'],Relevant
1683,['4694148'],Relevant
1684,['5309761'],Relevant
1685,['6177407'],Relevant
1686,['5036845'],Relevant
1687,['8151442'],Relevant
1688,['4433656'],Relevant
1689,['7309606'],Relevant
1690,['4704195'],Relevant
1691,['7074969'],Relevant
1692,['7885457'],Relevant
1693,['3718698'],Relevant
1694,['7564974'],Relevant
1695,['3514339'],Relevant
1696,['4380922'],Relevant
1697,['4263427'],Relevant
1698,['5113855'],Relevant
1699,['5607619'],Relevant
1700,['4220982'],Relevant
1701,['3533511'],Relevant
1702,['4366236'],Relevant
1703,['7175110'],Relevant
1704,['6288298'],Relevant
1705,['7682597'],Relevant
1706,['4482099'],Relevant
1707,['2858755'],Relevant
